Pursat_PV,Phnom_Penh_PV,Siem_Reap_PV,Kampot_wind,Viet_wind
0.0,0.0,0.0,23013.3536974517,27726.250464863166
0.0,0.0,0.0,24855.74217422527,29235.1590104579
0.0,0.0,0.0,26444.09383697629,29603.952916317565
0.0,0.0,0.0,28156.74559653563,31748.721622665314
0.0,0.0,0.0,36134.485312760116,34252.1538256809
-0.0,4264.510882384054,-0.0,41112.357495847806,37619.11186896166
5482.200208264206,23033.23975174638,977.9386410332141,41113.98352054155,39573.397023352896
2581.4652334641905,40442.71965420061,2408.831212385413,39352.1922317168,40743.52371989728
3865.8938086453877,7322.579010447703,3667.235431415528,40533.26026354022,45055.81019085843
4698.119568755568,59751.79549770538,4413.824957767412,45950.16236396236,49249.13927806619
4813.589558923056,61815.595444502476,16494.176723183078,47981.17047447684,48110.173948920456
4594.028831546084,30366.22220315364,5897.193474696491,44855.02921458472,43520.778678067145
10764.815457606417,51576.322149415515,5130.571385455523,40367.57659829053,39487.87448065734
10512.601499626877,41614.36581652798,8256.526604560544,36674.267067353096,36858.795052590474
4135.918709043058,26737.422208114607,1513.1316197101223,38436.42229966085,38051.59611692228
383.81978768824774,8754.556669846188,936.4147420738286,43470.50059054653,40680.542356641876
0.0,0.0,0.0,45416.04560801272,41829.672261480024
0.0,0.0,0.0,46067.98277879936,42122.43874295106
0.0,0.0,0.0,44709.453935826394,43054.24639888017
0.0,0.0,0.0,38275.42878251268,41596.17750204833
0.0,0.0,0.0,30652.606984522696,37303.359568516265
0.0,0.0,0.0,26204.013601109706,34680.257396289824
0.0,0.0,0.0,25215.77971721764,33259.21065748282
0.0,0.0,0.0,28304.246025948978,30910.414356407473
0.0,0.0,0.0,32736.376400956524,29533.91318357344
0.0,0.0,0.0,36972.58080183178,26915.12131727282
0.0,0.0,0.0,37841.17563556358,24865.425506224692
0.0,0.0,0.0,35817.63049237104,23265.744372084853
0.0,0.0,0.0,34190.79076464016,22467.587423658755
1770.9239590307388,4233.849277162084,1163.7107502837919,34649.09548889374,23172.210152402513
18838.730603360884,18525.557031908906,983.636721943525,37632.52740651921,22909.494782986236
15138.00544278397,12482.493753083474,11106.058602005047,40391.948431937424,21597.53819009159
54182.343524394964,54262.30860574174,8728.159605905268,33023.504034162404,17930.61303159093
62399.352139225564,62240.92451338772,4380.894754333867,27240.644615850182,15242.867187637812
65749.56963877601,65023.29466601004,13140.221497961029,24241.027142400853,8762.611771536063
63675.60795821873,61743.9377026255,60916.146990413064,22550.18425561251,8061.031617637159
57722.42054833764,55314.74747173621,55471.1310080093,19366.151889505232,7684.669629548881
47213.70806543621,44453.26006075571,44859.66297291573,16937.950519608505,9354.654254425162
32059.39312406245,29149.355164919492,28329.895853754046,15808.284274241387,12823.395076349596
12035.815567262864,10072.625231082377,803.857189129079,17755.761744807485,16002.961934976298
0.0,0.0,0.0,23162.659124339763,17813.42809510256
0.0,0.0,0.0,26045.869021060615,19869.142202417806
0.0,0.0,0.0,27384.534830661556,23749.335179072743
0.0,0.0,0.0,25533.489439676345,22157.723129833972
0.0,0.0,0.0,17224.659881318494,14940.278858671008
0.0,0.0,0.0,12329.397219542472,13263.325088015816
0.0,0.0,0.0,12774.099150926992,19649.422628335633
0.0,0.0,0.0,13060.103738070538,24584.75443679556
0.0,0.0,0.0,13012.170854571705,29062.303769410388
0.0,0.0,0.0,16486.56732019863,21262.5023314602
0.0,0.0,0.0,21869.146867732088,14857.047906856635
0.0,0.0,0.0,27041.31063305111,11236.151399878514
0.0,0.0,0.0,19452.122305118446,7343.575900444963
5676.495237086158,6475.488956911472,4895.1153947748835,10812.320305458983,8279.570108051415
26941.66469597634,27683.30222036683,9402.86786214563,6226.2707237729055,9821.620512500145
40498.80210526791,46021.78694416119,30732.151232063927,3982.59409642098,8897.212112443134
56603.898231717605,57832.66734156141,53578.59094906752,4743.877403895193,8901.561005188221
63638.78471237478,56555.16781623091,56036.54212651783,5935.638873578026,7768.048021185191
56743.28732598104,66507.39860492511,65355.8321186725,5698.396837646412,7221.872601777645
64537.47105661596,64105.407794036175,64192.24084548791,5297.568136671198,5937.1178697604055
58802.208769940735,58110.45144225886,53716.957759329925,4606.00258967565,5257.427457587074
48506.30931766605,47195.68825353979,44736.146258978246,4797.123283264672,5444.0437533402865
29884.43255625152,31509.599661550925,29325.76504416063,5365.358174704275,4075.768269891163
13067.15934050311,11373.561638886942,10212.934762439621,4232.310613930286,3004.4015414351757
0.0,0.0,0.0,3111.4574601554314,2906.3229244115587
0.0,0.0,0.0,2768.9093689329716,3540.88726328221
0.0,0.0,0.0,3191.0185878289594,3569.6312191906327
0.0,0.0,0.0,2178.738631714082,2926.1672255441745
0.0,0.0,0.0,2086.0077525998363,3871.8879045937506
0.0,0.0,0.0,3748.2554281098464,6697.4704414982225
0.0,0.0,0.0,6776.165468642421,7234.911901971857
0.0,0.0,0.0,6947.897862336227,14279.793139435229
0.0,0.0,0.0,10997.27301863851,25176.654994356362
0.0,0.0,0.0,13754.591951183495,31777.56886323771
0.0,0.0,0.0,12392.219309910883,25257.351255509515
0.0,0.0,0.0,8363.406310354758,19164.789347526992
0.0,0.0,0.0,14627.133971107884,29786.561222411914
5399.530250492457,5971.132697947399,2323.2960358107925,29753.38532154961,29866.859322939898
25941.432111595725,26321.69689234334,25604.58749096064,29366.39396441551,27823.679329319086
44210.564713172345,44193.86092345253,14830.02930633688,23054.564316966535,26764.086895852684
29417.570540120196,56464.596255328695,55697.37167261928,15670.193990775753,22715.03188000009
64755.702642398544,63737.75012653177,63079.80469003273,13696.697698807344,15986.119506913712
67460.90161403491,65788.211030506,65633.1131742503,12127.787441708067,9556.598460366351
65520.13205364732,64217.731142525954,64063.99526338644,8941.238304632268,6899.4052296154805
59153.95206733224,58083.892647732275,53664.345654810466,9090.61824085188,8924.351316550243
34464.21367374104,38804.2833295208,47734.97229023132,12869.846684644512,16203.124722330229
33338.97337460945,31802.820828481643,32515.611164758495,16064.857956410586,22913.27799640887
9843.049674325175,10382.744124044222,12348.001412169437,18356.631669600076,22148.334813074238
0.0,0.0,0.0,17421.508571798728,18798.39710681126
0.0,0.0,0.0,15345.544842785142,18337.936088405164
0.0,0.0,0.0,14788.517027073176,18105.06879938903
0.0,0.0,0.0,15550.918008099203,15633.571396759742
0.0,0.0,0.0,16059.83574196538,17656.905544563157
0.0,0.0,0.0,18644.685524971952,19331.411196725017
0.0,0.0,0.0,16397.81119295619,13280.48756032305
0.0,0.0,0.0,14265.565477853583,8591.08637136923
0.0,0.0,0.0,11627.140871350199,5510.175134766696
0.0,0.0,0.0,9512.44914376297,4894.499976466064
0.0,0.0,0.0,9836.097044897197,5589.212057775228
0.0,0.0,0.0,8329.96512110044,7438.231920276074
0.0,0.0,0.0,8183.990302418132,7707.378276938231
3089.1493969208946,6329.175858034908,4575.190494080138,8127.854601331061,7093.066873884186
25871.312390823718,26560.9870057163,21182.610447421965,6330.51219995843,5124.712610660794
43929.25164457923,44235.72354132373,42551.97273745886,4957.368930940852,3651.016915934256
55716.93449988156,54340.49122873777,54833.77070963967,4945.346572232182,3854.4771669058264
50852.751231997965,61769.546748854336,62084.102747316705,6305.93257855883,4776.208687122389
65960.07557578887,52728.04622353861,63994.07908372122,6354.609865702382,4306.09970282486
64025.10004581972,62049.28787044438,61659.38672466517,4021.2489625597455,3197.8564485845905
57663.51752093146,55379.25252513028,55587.39278761395,2847.1000789139084,2550.434011197589
46982.68391119298,44370.887341830006,45537.50516937587,3732.2101942009335,2867.026025377043
31608.48087004572,28901.07324486093,30563.31024339867,3299.4596647622698,2848.198799727493
12092.903914689212,10080.339569424976,11355.862378382282,3118.725550851168,3444.115824818358
0.0,0.0,0.0,2746.32783193239,3498.5409952175523
0.0,0.0,0.0,1068.5317440162466,2827.014430254199
0.0,0.0,0.0,982.3716361122106,1327.0828130256348
0.0,0.0,0.0,713.7966719714155,466.8748892092579
0.0,0.0,0.0,407.0673696680099,233.2078426577876
0.0,0.0,0.0,108.86928222345395,51.2223994090023
0.0,0.0,0.0,2.0242679292441097,43.212282781254416
0.0,0.0,0.0,92.21777590087943,248.25461993076695
0.0,0.0,0.0,414.56172659409293,655.4630112949253
0.0,0.0,0.0,574.1097841409899,1574.1272042681821
0.0,0.0,0.0,810.259197093695,2555.580749182134
0.0,0.0,0.0,1958.470400961929,3215.3227636509
0.0,0.0,0.0,2479.594818372555,2966.967196589482
4143.635108418249,5495.393180301913,3524.5681317711105,1762.633647194562,2550.0581639180346
23233.04786813756,25654.12981898975,21976.23274390154,815.8865028700521,1815.6694661510642
41308.86504285052,43676.585099496966,40254.660953868435,732.6338999420561,2352.8771105438814
53053.88442868118,54681.287493413496,51971.810150619975,1732.6502520597455,4287.441552107645
61833.138768836965,62288.76590689544,60818.83650990354,3499.096315434701,7618.055890343545
65780.1284384847,65250.52709494585,64506.028317727774,3287.0405980204455,9384.371637385326
33050.66033862622,63509.68947609736,61529.51143474195,3029.95819973888,12977.083548268307
57097.49340041141,57124.894917620724,55586.058534304786,5149.668722112768,16008.060738404436
46145.51265073537,46044.685192369296,44869.80609410674,7039.521814051483,20837.45014545575
31017.064104051187,30341.684370097493,29159.82939510065,10585.643844643728,25697.95835561748
11564.960775190384,10946.281311151353,10458.661898556646,16326.242822037404,26306.824993408267
0.0,0.0,0.0,19345.17024742203,19628.461688550262
0.0,0.0,0.0,14857.051589247298,12953.020522083681
0.0,0.0,0.0,10195.076476406783,10920.58556444094
0.0,0.0,0.0,8912.701476445674,11647.676235037647
0.0,0.0,0.0,11734.158502644455,12012.712481499106
0.0,0.0,0.0,13855.437377203283,10571.943253842217
0.0,0.0,0.0,13254.276230725269,8467.818619836171
0.0,0.0,0.0,9933.53359567041,5353.874849984552
0.0,0.0,0.0,7246.602017583964,3505.095353578828
0.0,0.0,0.0,6473.090867271535,2605.3217387233435
0.0,0.0,0.0,5771.746591368416,2251.158465286945
0.0,0.0,0.0,4332.075444385199,2948.420983013133
0.0,0.0,0.0,3416.3103090751997,5680.984959678813
3770.0678645824178,5279.963757382442,2631.761233032329,3355.4094301596615,13143.81745137221
23093.12838708857,15300.335260028738,20927.72832460202,6143.729599299575,22803.211093368882
40984.87866751899,42025.84656463584,38471.07035485993,8335.92622009353,22046.55005022173
51990.754522227995,39412.58622213826,49936.36840657857,12868.104483270234,24354.82302449564
35591.49484365013,60427.59568216055,57705.51838331067,19328.65586034178,27608.17839267064
63236.945602883236,63169.85157874994,40036.58438445265,21813.87311513892,30386.09263804043
41848.70803758591,59734.361651526706,59363.07337809093,25111.888658900712,38028.3010232822
54586.13389573807,53796.722324496615,53622.167320504544,34090.217299512304,47934.57714818181
44234.27564147425,43337.81067708403,43476.668183277216,50777.96623379709,52156.659489412945
30005.840883249308,28305.374057062712,28528.466936088713,53307.08434014938,52510.368604145304
11375.400629192454,10085.16546124871,10369.376996636262,53304.63349776559,51934.97440242526
0.0,0.0,0.0,53240.273079930754,51539.373389506436
0.0,0.0,0.0,52297.490570052934,51123.563424527296
0.0,0.0,0.0,50297.82581699513,50141.81383095624
0.0,0.0,0.0,49498.18702270622,45972.11848782675
0.0,0.0,0.0,45729.54838700874,41472.17632849408
0.0,0.0,0.0,44206.31639803138,40140.80041300271
0.0,0.0,0.0,46912.04393059351,43034.3603777903
0.0,0.0,0.0,49726.983359409154,48280.666425671654
0.0,0.0,0.0,50120.24731811317,49652.73213159217
0.0,0.0,0.0,49580.358577732986,48117.275739761266
0.0,0.0,0.0,47554.746889956084,46320.507343830555
0.0,0.0,0.0,46610.222128720714,47449.73069111492
0.0,0.0,0.0,47831.371985226215,49002.86922611596
3450.745405630536,4801.977611140268,2876.3894937583386,49750.89287790736,48209.99458613536
22188.460380091143,23782.12647624739,20917.279671272536,49602.38888430175,42274.73239249572
40170.68790039845,41641.67536750707,36338.96522871179,44518.69752832908,30478.755703023704
51063.67423585563,36533.67294700612,46566.22474986868,36056.77651405445,29024.810851484242
48065.34397012842,50014.029109697614,57211.65188501299,34608.453194503396,32530.439173238952
55016.25002344652,63077.7985344236,55449.4456758474,41003.7160850565,38000.38585219057
60841.17635139617,60207.07359505918,54651.91098497472,42647.5545789886,43586.61158750391
54775.00743753609,53927.424201325906,50502.769245091775,45319.45070504714,47866.657447117235
43955.30215022612,43412.38220773068,44598.71099809632,47518.66691153739,50799.41364882547
29036.21193987598,28238.762742414336,29896.999682479807,47200.44021681297,52395.7534333173
10928.254961635075,9903.462058939158,10906.479748147747,47800.599707272086,52461.73896941911
0.0,0.0,0.0,48896.93380097152,52015.58051803396
0.0,0.0,0.0,48686.919089583804,50763.17696712602
0.0,0.0,0.0,49057.88192746699,50072.64463656536
0.0,0.0,0.0,50256.216070865965,50313.570652274095
0.0,0.0,0.0,51140.746703671364,51071.57664982236
0.0,0.0,0.0,51756.21431299086,52055.93486929111
0.0,0.0,0.0,52375.52699339968,52367.0226584976
0.0,0.0,0.0,52268.69781520823,50523.349118784754
0.0,0.0,0.0,51524.4617547601,46197.136485625204
0.0,0.0,0.0,49902.84388755143,43182.242374084795
0.0,0.0,0.0,43139.2921621513,41391.27476935616
0.0,0.0,0.0,35610.67180141996,35014.1402940024
0.0,0.0,0.0,36019.421644505805,26717.507326599778
3742.7560240606895,3075.587291570125,2522.777709129109,36608.067004590186,20975.560746131156
22505.672119826173,21948.036168761668,20912.347607439704,33021.049818630214,16258.676462275396
39955.66027504455,41914.075235148055,35774.21745359869,29101.15920309356,13852.38211930359
53720.5460273014,55229.442096730454,51337.49790528041,26979.627423291084,11138.747302537598
61329.60666385721,52519.83568610245,59294.39580771554,30037.205409319868,7830.8305005059465
64317.26838638514,59815.703273536594,62941.06823532851,31830.755796682264,4788.264382669819
62827.93632992198,62993.537301031436,61900.148937617334,32281.922089387717,3120.163796086368
57621.121927692606,45838.09435366374,56814.859754666766,26203.788369100766,4913.528568772299
47610.24145048667,38405.038732223846,46774.00145691129,19836.97777223878,7935.618558983578
21815.779896993306,31133.48559752617,31481.40128922969,18980.67488938517,11658.814659045902
102.29806824987774,11757.976196161535,12124.18506846081,23754.22848424332,15525.825164597947
0.0,0.0,0.0,30510.295393272263,19144.257618652784
0.0,0.0,0.0,33607.43956674573,23744.61083488768
0.0,0.0,0.0,34353.49566366677,24986.957800511693
0.0,0.0,0.0,38492.20610703538,23537.74899203765
0.0,0.0,0.0,41141.43435601483,21523.299189072008
0.0,0.0,0.0,40139.88419818589,19332.577830628314
0.0,0.0,0.0,34898.10271846423,16565.585472010964
0.0,0.0,0.0,26671.34261617694,13637.612054228926
0.0,0.0,0.0,17090.299158867638,13273.291043556585
0.0,0.0,0.0,13970.837106798474,16111.182711233896
0.0,0.0,0.0,14460.259100928732,22558.129904521564
0.0,0.0,0.0,17597.309542665087,26293.161222935232
0.0,0.0,0.0,23257.692776478685,29955.92119540648
4603.3289051629345,5590.534099546166,3888.998727091706,28958.9716596452,29421.70577470433
897.0417481042988,25702.492949613676,19484.201764739395,27053.56373590148,24084.6964964834
23655.86989726405,16920.66268526783,35909.20228625661,22758.23843010529,16065.980845109314
43347.15881279575,56926.0764341328,39499.642501549686,18247.601466755932,9575.570779662019
54379.67767841322,64649.767856817074,49886.76830841759,13354.783355083691,3523.3485623389984
59894.539141106645,67519.09880504802,58184.48300841377,9565.24183484809,651.0101247903007
60625.015830699034,64669.56676760515,58470.72606397669,6429.129086175863,18.778885830551133
53730.52946846479,58319.97819457704,41852.58612810842,4820.385168049806,0.0
37512.40772437362,47406.924572497934,39576.089758665155,3263.281055640831,0.0
9942.776178349288,31736.639660644752,23375.074997922904,2008.3629125846992,258.4734332353025
6035.921960276005,10344.53260318476,34.564418011122655,824.3966283611013,1724.9185201636174
0.0,0.0,0.0,624.3380008090462,6103.688966649011
0.0,0.0,0.0,494.70551683265734,12028.18379999531
0.0,0.0,0.0,1030.7699951689997,17447.675340784055
0.0,0.0,0.0,4789.0466404348645,20462.662137429532
0.0,0.0,0.0,9084.614585301431,22495.899462097925
0.0,0.0,0.0,12891.043809295403,25001.53551798342
0.0,0.0,0.0,15196.56123023479,27520.948943659754
0.0,0.0,0.0,19956.080607003918,27295.84876075296
